request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-102309,Code Enforcement,Overgrown Lot,2025-03-18,Resolved,2025-03-30,12,5,Low
SR-102109,Parks & Recreation,Playground Equipment Damage,2025-03-19,Closed,2025-04-07,19,5,Low
SR-101376,Animal Control,Wildlife Concern,2025-03-19,Resolved,2025-03-20,1,4,Medium
SR-100789,Water Utilities,Meter Reading Issue,2025-03-19,Resolved,2025-03-29,10,5,Medium
SR-100096,Water Utilities,Water Main Break,2025-03-19,Resolved,2025-03-23,4,2,Medium
SR-101608,Code Enforcement,Abandoned Vehicle,2025-03-19,Closed,2025-03-22,3,3,Low
SR-101647,Water Utilities,Water Main Break,2025-03-19,Closed,2025-03-24,5,4,Medium
SR-100472,Water Utilities,Meter Reading Issue,2025-03-19,Closed,2025-04-02,14,5,Low
SR-100720,Water Utilities,Water Main Break,2025-03-20,Closed,2025-04-02,13,5,Low
SR-101817,Planning,Land Use Complaint,2025-03-20,In Progress,,539,1,Low
SR-100958,Water Utilities,Billing Inquiry,2025-03-20,Closed,2025-03-28,8,1,Low
SR-100329,Code Enforcement,Noise Complaint,2025-03-20,Closed,2025-04-14,25,3,High
SR-101048,Public Works,Road Debris,2025-03-20,Closed,2025-03-28,8,5,Medium
SR-100488,Public Works,Street Light Outage,2025-03-20,Closed,2025-03-22,2,5,Low
SR-100999,Planning,Sign Violation,2025-03-20,Resolved,2025-04-08,19,4,Medium
SR-102216,Code Enforcement,Unsafe Structure,2025-03-21,Closed,2025-06-01,72,4,Low
SR-101820,Public Works,Street Light Outage,2025-03-21,Resolved,2025-04-12,22,4,Low
SR-100159,Water Utilities,Meter Reading Issue,2025-03-22,Closed,2025-04-03,12,1,High
SR-101440,Planning,Land Use Complaint,2025-03-22,Closed,2025-03-27,5,3,High
SR-100847,Water Utilities,Low Water Pressure,2025-03-22,Open,,537,4,High
SR-101596,Public Works,Road Debris,2025-03-22,In Progress,,537,2,Medium
SR-101805,Water Utilities,Water Main Break,2025-03-23,Resolved,2025-03-25,2,1,Low
SR-102153,Public Works,Storm Drain Blocked,2025-03-23,Closed,2025-04-07,15,3,Low
SR-101997,Public Works,Street Light Outage,2025-03-23,Closed,2025-03-23,0,4,Medium
SR-102329,Public Works,Storm Drain Blocked,2025-03-24,Resolved,2025-03-29,5,4,Low
SR-100622,Animal Control,Barking Complaint,2025-03-24,Resolved,2025-04-19,26,4,Medium
SR-100350,Water Utilities,Low Water Pressure,2025-03-24,Closed,2025-05-06,43,3,Medium
SR-101745,Water Utilities,Billing Inquiry,2025-03-24,Resolved,2025-04-19,26,1,Low
SR-101300,Public Works,Sidewalk Damage,2025-03-24,Resolved,2025-03-27,3,4,Low
SR-101951,Animal Control,Barking Complaint,2025-03-25,Resolved,2025-03-29,4,5,Medium
SR-100832,Water Utilities,Water Main Break,2025-03-25,Closed,2025-03-25,0,5,Low
SR-101054,Planning,Permit Question,2025-03-25,In Progress,,534,2,Medium
SR-100193,Water Utilities,Billing Inquiry,2025-03-25,In Progress,,534,1,High
SR-100791,Code Enforcement,Abandoned Vehicle,2025-03-25,Open,,534,3,Medium
SR-100133,Code Enforcement,Overgrown Lot,2025-03-25,Resolved,2025-04-01,7,4,Medium
SR-100456,Planning,Sign Violation,2025-03-25,In Progress,,534,5,Low
SR-101090,Animal Control,Barking Complaint,2025-03-26,Resolved,2025-03-30,4,3,Low
SR-101985,Code Enforcement,Illegal Dumping,2025-03-26,Resolved,2025-04-01,6,5,Medium
SR-101309,Water Utilities,Meter Reading Issue,2025-03-27,Closed,2025-03-28,1,2,Medium
SR-100161,Animal Control,Animal Bite Report,2025-03-27,Open,,532,5,Medium
SR-102379,Water Utilities,Billing Inquiry,2025-03-27,Closed,2025-04-01,5,3,Medium
SR-102351,Water Utilities,Water Main Break,2025-03-27,In Progress,,532,3,Medium
SR-101844,Public Works,Pothole Repair,2025-03-27,Resolved,2025-04-14,18,2,Medium
SR-101018,Water Utilities,Meter Reading Issue,2025-03-27,In Progress,,532,1,Medium
SR-102066,Parks & Recreation,Tree Trimming Request,2025-03-27,Closed,2025-04-02,6,2,Medium
SR-101543,Animal Control,Animal Bite Report,2025-03-27,Closed,2025-05-06,40,2,Low
SR-101244,Code Enforcement,Overgrown Lot,2025-03-27,Resolved,2025-04-10,14,1,Medium
SR-100138,Code Enforcement,Overgrown Lot,2025-03-28,Closed,2025-05-13,46,5,Low
SR-102186,Public Works,Road Debris,2025-03-28,Open,,531,1,Medium
SR-100285,Water Utilities,Water Main Break,2025-03-28,Open,,531,1,Medium
SR-100501,Public Works,Road Debris,2025-03-29,Open,,530,3,Low
SR-101971,Public Works,Sidewalk Damage,2025-03-29,Open,,530,5,Medium
SR-100813,Parks & Recreation,Park Maintenance,2025-03-29,Open,,530,4,Medium
SR-101217,Planning,Permit Question,2025-03-30,Closed,2025-03-30,0,2,High
SR-101462,Planning,Zoning Inquiry,2025-03-30,Resolved,2025-04-20,21,4,Medium
SR-102214,Public Works,Sidewalk Damage,2025-03-30,Closed,2025-04-03,4,5,Low
SR-101198,Public Works,Pothole Repair,2025-03-30,Closed,2025-04-02,3,3,Low
SR-101819,Public Works,Storm Drain Blocked,2025-03-30,In Progress,,529,1,Medium
SR-101141,Code Enforcement,Overgrown Lot,2025-03-30,Resolved,2025-04-07,8,3,Low
SR-100827,Code Enforcement,Illegal Dumping,2025-03-31,Closed,2025-04-10,10,4,Medium
SR-101894,Public Works,Storm Drain Blocked,2025-03-31,Open,,528,2,Low
SR-100889,Parks & Recreation,Park Maintenance,2025-03-31,Resolved,2025-04-03,3,1,High
SR-100630,Public Works,Road Debris,2025-03-31,Resolved,2025-04-01,1,5,Medium
SR-101043,Code Enforcement,Overgrown Lot,2025-04-01,In Progress,,527,5,Medium
SR-100452,Planning,Zoning Inquiry,2025-04-01,Closed,2025-04-07,6,1,Low
SR-100006,Public Works,Storm Drain Blocked,2025-04-02,Open,,526,5,Medium
SR-101686,Planning,Land Use Complaint,2025-04-02,Closed,2025-04-10,8,4,High
SR-100986,Planning,Sign Violation,2025-04-02,Resolved,2025-04-21,19,5,Low
SR-100094,Water Utilities,Billing Inquiry,2025-04-03,Resolved,2025-05-16,43,3,Low
SR-100515,Water Utilities,Low Water Pressure,2025-04-03,Open,,525,1,Low
SR-101399,Code Enforcement,Illegal Dumping,2025-04-03,Resolved,2025-04-20,17,4,Low
SR-100212,Planning,Zoning Inquiry,2025-04-03,In Progress,,525,4,Low
SR-101458,Public Works,Sidewalk Damage,2025-04-03,Resolved,2025-04-06,3,1,Low
SR-101520,Parks & Recreation,Trail Erosion,2025-04-04,Closed,2025-04-12,8,2,Medium
SR-100743,Parks & Recreation,Trail Erosion,2025-04-04,Resolved,2025-04-10,6,5,Medium
SR-101207,Parks & Recreation,Park Maintenance,2025-04-05,Resolved,2025-05-03,28,1,Medium
SR-100721,Water Utilities,Water Main Break,2025-04-05,Resolved,2025-04-06,1,1,Low
SR-100086,Parks & Recreation,Trail Erosion,2025-04-05,Closed,2025-04-06,1,2,Low
SR-101269,Water Utilities,Water Main Break,2025-04-05,In Progress,,523,4,Medium
SR-101743,Planning,Permit Question,2025-04-05,Open,,523,3,Medium
SR-102283,Planning,Sign Violation,2025-04-06,In Progress,,522,2,Medium
SR-101134,Parks & Recreation,Tree Trimming Request,2025-04-06,Resolved,2025-04-08,2,1,Low
SR-100852,Public Works,Sidewalk Damage,2025-04-06,Resolved,2025-04-18,12,2,Medium
SR-100562,Water Utilities,Low Water Pressure,2025-04-06,Resolved,2025-04-08,2,2,Medium
SR-101949,Planning,Zoning Inquiry,2025-04-06,In Progress,,522,2,Medium
SR-102439,Animal Control,Animal Bite Report,2025-04-07,Resolved,2025-04-09,2,1,Low
SR-101860,Planning,Zoning Inquiry,2025-04-07,Open,,521,5,Low
SR-102225,Code Enforcement,Illegal Dumping,2025-04-07,Resolved,2025-05-06,29,5,Medium
SR-101605,Animal Control,Wildlife Concern,2025-04-07,In Progress,,521,1,Low
SR-100919,Animal Control,Wildlife Concern,2025-04-08,Open,,520,5,High
SR-101859,Code Enforcement,Overgrown Lot,2025-04-08,Open,,520,4,Medium
SR-100557,Public Works,Sidewalk Damage,2025-04-08,In Progress,,520,2,Low
SR-100013,Public Works,Road Debris,2025-04-09,In Progress,,519,3,Low
SR-101011,Parks & Recreation,Tree Trimming Request,2025-04-09,Closed,2025-05-05,26,3,High
SR-100174,Public Works,Pothole Repair,2025-04-09,Resolved,2025-04-19,10,3,Low
SR-100061,Code Enforcement,Abandoned Vehicle,2025-04-09,Resolved,2025-04-15,6,5,Low
SR-102106,Water Utilities,Billing Inquiry,2025-04-09,Closed,2025-04-09,0,4,High
SR-100033,Planning,Zoning Inquiry,2025-04-09,In Progress,,519,2,Low
SR-101672,Planning,Permit Question,2025-04-09,Open,,519,5,High
SR-100911,Parks & Recreation,Tree Trimming Request,2025-04-09,Open,,519,3,Medium
SR-100487,Code Enforcement,Abandoned Vehicle,2025-04-10,Open,,518,4,High
SR-100054,Parks & Recreation,Playground Equipment Damage,2025-04-10,Resolved,2025-04-10,0,2,High
SR-101181,Public Works,Pothole Repair,2025-04-10,Resolved,2025-04-11,1,4,Low
SR-100001,Public Works,Road Debris,2025-04-10,Closed,2025-04-11,1,5,High
SR-101235,Public Works,Sidewalk Damage,2025-04-11,Closed,2025-04-30,19,5,High
SR-100304,Public Works,Sidewalk Damage,2025-04-11,Resolved,2025-04-12,1,4,Medium
SR-101074,Public Works,Street Light Outage,2025-04-11,Closed,2025-04-18,7,2,Low
SR-100419,Parks & Recreation,Playground Equipment Damage,2025-04-11,Resolved,2025-04-19,8,1,Low
SR-101129,Public Works,Storm Drain Blocked,2025-04-11,Closed,2025-05-09,28,1,Low
SR-100437,Planning,Sign Violation,2025-04-12,Resolved,2025-04-16,4,1,Medium
SR-100882,Water Utilities,Billing Inquiry,2025-04-12,Open,,516,3,Medium
SR-101384,Planning,Permit Question,2025-04-12,In Progress,,516,5,High
SR-100157,Parks & Recreation,Park Maintenance,2025-04-12,Resolved,2025-04-22,10,4,Medium
SR-100338,Parks & Recreation,Trail Erosion,2025-04-12,Closed,2025-05-28,46,3,Medium
SR-101405,Water Utilities,Water Main Break,2025-04-13,In Progress,,515,5,Low
SR-100517,Public Works,Pothole Repair,2025-04-13,Open,,515,1,High
SR-100965,Planning,Permit Question,2025-04-13,Resolved,2025-04-17,4,5,Medium
SR-100391,Animal Control,Wildlife Concern,2025-04-14,Closed,2025-04-18,4,3,Low
SR-101571,Code Enforcement,Overgrown Lot,2025-04-14,Resolved,2025-04-24,10,5,Low
SR-102456,Public Works,Pothole Repair,2025-04-14,In Progress,,514,5,Medium
SR-101618,Parks & Recreation,Tree Trimming Request,2025-04-14,Resolved,2025-04-20,6,2,Low
SR-101403,Planning,Sign Violation,2025-04-14,Open,,514,3,Low
SR-100428,Public Works,Pothole Repair,2025-04-14,Closed,2025-04-15,1,5,Low
SR-101835,Planning,Zoning Inquiry,2025-04-15,Closed,2025-04-18,3,4,Low
SR-101261,Code Enforcement,Illegal Dumping,2025-04-15,Open,,513,4,High
SR-101365,Public Works,Street Light Outage,2025-04-15,Resolved,2025-05-04,19,3,Medium
SR-101063,Animal Control,Wildlife Concern,2025-04-15,In Progress,,513,2,High
SR-100205,Water Utilities,Low Water Pressure,2025-04-16,Open,,512,3,Low
SR-102176,Animal Control,Animal Bite Report,2025-04-16,Resolved,2025-04-23,7,1,Low
SR-102460,Water Utilities,Low Water Pressure,2025-04-16,Resolved,2025-04-18,2,2,Low
SR-101099,Parks & Recreation,Park Maintenance,2025-04-16,Resolved,2025-04-17,1,3,Low
SR-101946,Animal Control,Wildlife Concern,2025-04-17,Closed,2025-04-17,0,1,Medium
SR-101553,Public Works,Street Light Outage,2025-04-17,In Progress,,511,3,Medium
SR-100601,Parks & Recreation,Tree Trimming Request,2025-04-18,In Progress,,510,3,Medium
SR-100812,Public Works,Storm Drain Blocked,2025-04-18,Resolved,2025-05-27,39,4,Low
SR-102287,Code Enforcement,Abandoned Vehicle,2025-04-18,Open,,510,4,Medium
SR-101377,Public Works,Street Light Outage,2025-04-19,Closed,2025-04-26,7,3,Low
SR-100710,Planning,Zoning Inquiry,2025-04-19,In Progress,,509,5,Low
SR-100907,Code Enforcement,Abandoned Vehicle,2025-04-19,Open,,509,4,Low
SR-100368,Water Utilities,Water Main Break,2025-04-19,Resolved,2025-04-30,11,5,Medium
SR-101076,Animal Control,Wildlife Concern,2025-04-20,Resolved,2025-05-12,22,5,Low
SR-102012,Parks & Recreation,Park Maintenance,2025-04-20,Closed,2025-04-22,2,4,High
SR-102034,Parks & Recreation,Trail Erosion,2025-04-20,Closed,2025-05-01,11,4,Low
SR-100103,Parks & Recreation,Park Maintenance,2025-04-21,Closed,2025-05-01,10,1,Medium
SR-102432,Code Enforcement,Abandoned Vehicle,2025-04-21,In Progress,,507,4,Medium
SR-102258,Public Works,Storm Drain Blocked,2025-04-21,Open,,507,3,Medium
SR-102226,Animal Control,Stray Animal,2025-04-21,Closed,2025-05-07,16,1,Low
SR-101876,Water Utilities,Meter Reading Issue,2025-04-22,Resolved,2025-04-28,6,5,Medium
SR-102103,Planning,Land Use Complaint,2025-04-22,In Progress,,506,4,Low
SR-101165,Parks & Recreation,Tree Trimming Request,2025-04-22,Closed,2025-04-30,8,1,Medium
SR-102206,Water Utilities,Low Water Pressure,2025-04-22,Open,,506,2,Low
SR-102208,Parks & Recreation,Tree Trimming Request,2025-04-22,Resolved,2025-04-25,3,1,Low
SR-101290,Public Works,Pothole Repair,2025-04-22,Resolved,2025-04-26,4,3,High
SR-100563,Public Works,Sidewalk Damage,2025-04-22,Closed,2025-04-24,2,1,Low
SR-101858,Code Enforcement,Abandoned Vehicle,2025-04-23,Resolved,2025-06-11,49,2,Low
SR-101780,Public Works,Road Debris,2025-04-23,Closed,2025-04-29,6,3,Low
SR-100294,Public Works,Sidewalk Damage,2025-04-23,In Progress,,505,1,Low
SR-100371,Code Enforcement,Unsafe Structure,2025-04-23,Open,,505,1,High
SR-102400,Planning,Sign Violation,2025-04-23,Closed,2025-04-24,1,2,Low
SR-100023,Animal Control,Barking Complaint,2025-04-23,Resolved,2025-06-07,45,5,Low
SR-101795,Water Utilities,Billing Inquiry,2025-04-23,Open,,505,3,High
SR-101084,Animal Control,Stray Animal,2025-04-24,Open,,504,3,Low
SR-100701,Animal Control,Barking Complaint,2025-04-24,Resolved,2025-05-05,11,3,High
SR-100399,Parks & Recreation,Tree Trimming Request,2025-04-24,Closed,2025-05-01,7,3,High
SR-101478,Planning,Sign Violation,2025-04-24,Resolved,2025-05-02,8,2,Medium
SR-101266,Water Utilities,Billing Inquiry,2025-04-25,Open,,503,2,Medium
SR-100902,Water Utilities,Low Water Pressure,2025-04-25,Closed,2025-05-24,29,5,High
SR-102091,Code Enforcement,Abandoned Vehicle,2025-04-25,Closed,2025-05-10,15,5,Medium
SR-100180,Code Enforcement,Noise Complaint,2025-04-25,Resolved,2025-05-15,20,2,Medium
SR-101194,Public Works,Storm Drain Blocked,2025-04-25,Closed,2025-05-10,15,2,Low
SR-101492,Public Works,Pothole Repair,2025-04-25,Resolved,2025-04-29,4,1,Medium
SR-101562,Public Works,Sidewalk Damage,2025-04-26,Resolved,2025-05-21,25,1,Medium
SR-100204,Public Works,Road Debris,2025-04-26,Resolved,2025-05-01,5,2,Medium
SR-100870,Public Works,Street Light Outage,2025-04-26,Open,,502,3,Low
SR-100669,Water Utilities,Low Water Pressure,2025-04-26,Resolved,2025-05-09,13,1,Medium
SR-100899,Planning,Zoning Inquiry,2025-04-27,Resolved,2025-04-27,0,3,Medium
SR-101022,Planning,Permit Question,2025-04-28,Resolved,2025-05-09,11,4,Low
SR-100121,Water Utilities,Water Main Break,2025-04-28,Open,,500,4,Low
SR-102408,Code Enforcement,Noise Complaint,2025-04-28,Resolved,2025-05-11,13,5,Low
SR-101848,Planning,Sign Violation,2025-04-28,Closed,2025-05-06,8,2,Low
SR-100107,Animal Control,Barking Complaint,2025-04-28,In Progress,,500,3,Medium
SR-100311,Water Utilities,Billing Inquiry,2025-04-28,Resolved,2025-05-10,12,4,Low
SR-101040,Parks & Recreation,Playground Equipment Damage,2025-04-28,Resolved,2025-05-03,5,4,Low
SR-101135,Parks & Recreation,Trail Erosion,2025-04-28,Resolved,2025-05-18,20,3,Medium
SR-101986,Parks & Recreation,Playground Equipment Damage,2025-04-29,Resolved,2025-04-29,0,1,Low
SR-101809,Water Utilities,Billing Inquiry,2025-04-30,Closed,2025-05-06,6,3,Medium
SR-101189,Code Enforcement,Noise Complaint,2025-04-30,Closed,2025-05-10,10,5,Low
SR-100537,Public Works,Road Debris,2025-04-30,Closed,2025-05-23,23,1,High
SR-100048,Animal Control,Animal Bite Report,2025-04-30,Resolved,2025-05-03,3,2,Low
SR-101001,Public Works,Sidewalk Damage,2025-05-01,Open,,497,2,Medium
SR-100939,Public Works,Road Debris,2025-05-01,Closed,2025-05-16,15,3,Low
SR-100626,Public Works,Street Light Outage,2025-05-01,Open,,497,3,Low
SR-100966,Public Works,Street Light Outage,2025-05-01,Closed,2025-05-03,2,2,Low
SR-101530,Code Enforcement,Abandoned Vehicle,2025-05-01,Resolved,2025-05-17,16,3,Medium
SR-101963,Public Works,Street Light Outage,2025-05-01,Resolved,2025-05-09,8,1,Low
SR-102353,Code Enforcement,Unsafe Structure,2025-05-01,Resolved,2025-05-01,0,1,Low
SR-101788,Public Works,Road Debris,2025-05-02,Closed,2025-05-19,17,3,Low
SR-101713,Parks & Recreation,Park Maintenance,2025-05-02,Resolved,2025-05-08,6,5,Low
SR-100525,Planning,Sign Violation,2025-05-02,Closed,2025-05-07,5,3,Medium
SR-100439,Code Enforcement,Noise Complaint,2025-05-02,Open,,496,2,Medium
SR-100385,Public Works,Road Debris,2025-05-02,Closed,2025-05-03,1,5,Low
SR-101301,Public Works,Road Debris,2025-05-02,Open,,496,1,Medium
SR-102164,Public Works,Pothole Repair,2025-05-03,Resolved,2025-05-26,23,2,Low
SR-100912,Public Works,Sidewalk Damage,2025-05-03,Resolved,2025-05-31,28,4,Low
SR-100973,Code Enforcement,Illegal Dumping,2025-05-03,Open,,495,2,Low
SR-100690,Planning,Land Use Complaint,2025-05-03,In Progress,,495,4,Low
SR-100026,Water Utilities,Water Main Break,2025-05-04,Closed,2025-05-12,8,3,Medium
SR-100240,Public Works,Road Debris,2025-05-04,Closed,2025-06-10,37,3,Low
SR-100345,Public Works,Pothole Repair,2025-05-04,Open,,494,3,Medium
SR-100293,Planning,Land Use Complaint,2025-05-04,In Progress,,494,4,Low
SR-102267,Planning,Zoning Inquiry,2025-05-04,In Progress,,494,1,Low
SR-100543,Animal Control,Stray Animal,2025-05-05,Resolved,2025-05-15,10,5,Medium
SR-101455,Code Enforcement,Noise Complaint,2025-05-05,Closed,2025-05-26,21,2,Low
SR-102077,Water Utilities,Meter Reading Issue,2025-05-05,Resolved,2025-05-05,0,5,Medium
SR-101624,Animal Control,Stray Animal,2025-05-05,Resolved,2025-05-09,4,2,Low
SR-100897,Public Works,Street Light Outage,2025-05-05,Resolved,2025-05-25,20,5,Medium
SR-101173,Code Enforcement,Noise Complaint,2025-05-06,Resolved,2025-05-16,10,5,Low
SR-100092,Code Enforcement,Noise Complaint,2025-05-06,In Progress,,492,3,Medium
SR-100769,Code Enforcement,Unsafe Structure,2025-05-06,Resolved,2025-05-09,3,3,Low
SR-102341,Public Works,Road Debris,2025-05-06,Open,,492,3,Low
SR-100049,Animal Control,Barking Complaint,2025-05-07,Resolved,2025-05-21,14,2,High
SR-100650,Public Works,Road Debris,2025-05-08,In Progress,,490,4,High
SR-101373,Public Works,Road Debris,2025-05-08,Resolved,2025-05-27,19,3,Medium
SR-100612,Planning,Zoning Inquiry,2025-05-08,Open,,490,4,Medium
SR-100836,Water Utilities,Meter Reading Issue,2025-05-08,Open,,490,4,High
SR-100744,Water Utilities,Low Water Pressure,2025-05-08,Resolved,2025-05-14,6,2,Low
SR-101051,Public Works,Pothole Repair,2025-05-08,In Progress,,490,2,Low
SR-102071,Code Enforcement,Illegal Dumping,2025-05-08,Closed,2025-05-16,8,3,Low
SR-101031,Water Utilities,Billing Inquiry,2025-05-08,Closed,2025-05-19,11,1,Low
SR-101088,Public Works,Sidewalk Damage,2025-05-08,In Progress,,490,1,High
SR-101487,Parks & Recreation,Trail Erosion,2025-05-09,Resolved,2025-05-13,4,3,Low
SR-102025,Animal Control,Wildlife Concern,2025-05-09,In Progress,,489,3,Medium
SR-102068,Public Works,Street Light Outage,2025-05-09,In Progress,,489,1,Low
SR-101061,Parks & Recreation,Park Maintenance,2025-05-10,Open,,488,4,Low
SR-100788,Water Utilities,Meter Reading Issue,2025-05-10,Closed,2025-05-11,1,3,Low
SR-100024,Parks & Recreation,Park Maintenance,2025-05-10,Resolved,2025-05-19,9,4,Low
SR-100923,Water Utilities,Billing Inquiry,2025-05-10,Resolved,2025-05-13,3,5,Low
SR-102468,Code Enforcement,Abandoned Vehicle,2025-05-10,In Progress,,488,5,Medium
SR-101364,Public Works,Sidewalk Damage,2025-05-11,In Progress,,487,1,Medium
SR-101133,Parks & Recreation,Playground Equipment Damage,2025-05-11,Resolved,2025-05-23,12,4,Low
SR-100322,Animal Control,Stray Animal,2025-05-11,In Progress,,487,1,Low
SR-101295,Public Works,Sidewalk Damage,2025-05-12,Closed,2025-05-13,1,3,Low
SR-101191,Parks & Recreation,Trail Erosion,2025-05-12,Open,,486,5,Medium
SR-101505,Water Utilities,Meter Reading Issue,2025-05-12,Closed,2025-05-15,3,5,High
SR-101933,Water Utilities,Water Main Break,2025-05-13,In Progress,,485,1,Low
SR-101019,Water Utilities,Billing Inquiry,2025-05-13,Closed,2025-05-18,5,5,Medium
SR-101265,Water Utilities,Meter Reading Issue,2025-05-13,Closed,2025-05-13,0,5,Low
SR-102488,Planning,Zoning Inquiry,2025-05-13,Closed,2025-05-30,17,3,Medium
SR-102298,Water Utilities,Low Water Pressure,2025-05-13,Closed,2025-05-17,4,3,Low
SR-102398,Code Enforcement,Unsafe Structure,2025-05-13,Open,,485,3,High
SR-100183,Water Utilities,Billing Inquiry,2025-05-13,Closed,2025-06-07,25,3,High
SR-102074,Parks & Recreation,Tree Trimming Request,2025-05-14,Closed,2025-05-23,9,5,Low
SR-102316,Animal Control,Animal Bite Report,2025-05-14,Closed,2025-05-15,1,5,High
SR-100486,Code Enforcement,Noise Complaint,2025-05-14,Closed,2025-05-17,3,1,Medium
SR-100124,Animal Control,Animal Bite Report,2025-05-14,Resolved,2025-05-20,6,3,Low
SR-102151,Planning,Zoning Inquiry,2025-05-14,Open,,484,1,Medium
SR-102291,Animal Control,Animal Bite Report,2025-05-15,Resolved,2025-06-20,36,5,Low
SR-102222,Public Works,Street Light Outage,2025-05-15,In Progress,,483,1,Low
SR-101725,Parks & Recreation,Playground Equipment Damage,2025-05-15,Closed,2025-05-18,3,5,Low
